Artist and Title,Days,T10,Pk,(x?),PkStreams,Total,Artist,Title,Artist_clean,Title_clean
The Beatles - Can't Buy Me Love - Remastered 2009,3,,117,,541084,1151894,The Beatles,Can't Buy Me Love - Remastered 2009,the beatles,can't buy me love - remastered 2009
JVKE - her,1,,199,,1151688,1151688,JVKE,her,jvke,her
Maluma - Marinero,2,,199,,583253,1151464,Maluma,Marinero,maluma,marinero
Childish Gambino - Zombies,2,,104,,698119,1150830,Childish Gambino,Zombies,childish gambino,zombies
Stray Kids - FREEZE,1,,93,,1150668,1150668,Stray Kids,FREEZE,stray kids,freeze
Melanie Martinez - FAERIE SOIRÉE,1,,196,,1150261,1150261,Melanie Martinez,FAERIE SOIRÉE,melanie martinez,faerie soirée
Yeat - Split,1,,191,,1150017,1150017,Yeat,Split,yeat,split
Tiago PZK - Me Enteré,1,,194,,1149607,1149607,Tiago PZK,Me Enteré,tiago pzk,me enteré
Logic - Anziety,2,,132,,671325,1149427,Logic,Anziety,logic,anziety
"Héctor ""El Father"" - El Telefono",1,,195,,1149270,1149270,"Héctor ""El Father""",El Telefono,"héctor ""el father""",el telefono
Imagine Dragons - Monday,1,,117,,1148983,1148983,Imagine Dragons,Monday,imagine dragons,monday
Lil Mosey - Kamikaze,2,,192,,579419,1148965,Lil Mosey,Kamikaze,lil mosey,kamikaze
Duki - Si Me Sobrara el Tiempo,1,,186,,1148126,1148126,Duki,Si Me Sobrara el Tiempo,duki,si me sobrara el tiempo
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up),8,,192,,150961,1148098,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),fall out boy,my songs know what you did in the dark (light em up)
Juliette - Bença,1,,118,,1147764,1147764,Juliette,Bença,juliette,bença
Jung Kook - 3D (Alternate Ver.),1,,162,,1146642,1146642,Jung Kook,3D (Alternate Ver.),jung kook,3d (alternate ver.)
BABYMONSTER - CHOOM,1,,191,,1146559,1146559,BABYMONSTER,CHOOM,babymonster,choom
DJ Khaled - On Everything,2,,124,,664542,1146269,DJ Khaled,On Everything,dj khaled,on everything
Luan Pereira - NÃO ERA LOVE,1,,171,,1146181,1146181,Luan Pereira,NÃO ERA LOVE,luan pereira,não era love
Marracash - LORO,1,,102,,1145723,1145723,Marracash,LORO,marracash,loro
SCH - Mannschaft,1,,93,,1144876,1144876,SCH,Mannschaft,sch,mannschaft
Arctic Monkeys - Hello You,1,,156,,1143722,1143722,Arctic Monkeys,Hello You,arctic monkeys,hello you
Blak - Nede Mette,4,,179,,312185,1143309,Blak,Nede Mette,blak,nede mette
George Michael - Father Figure - Remastered,2,,64,,710885,1143137,George Michael,Father Figure - Remastered,george michael,father figure - remastered
Jack Harlow - Lil Secret,1,,124,,1142144,1142144,Jack Harlow,Lil Secret,jack harlow,lil secret
Theophilus London - Can't Stop,8,,183,,147236,1140727,Theophilus London,Can't Stop,theophilus london,can't stop
aespa - Spicy,1,,176,,1140308,1140308,aespa,Spicy,aespa,spicy
Frank Ocean - Cayendo (Side A - Acoustic),1,,69,,1139839,1139839,Frank Ocean,Cayendo (Side A - Acoustic),frank ocean,cayendo (side a - acoustic)
Juan Magán - Usted,2,,189,,579766,1139773,Juan Magán,Usted,juan magán,usted
Kygo - Gone Are The Days,1,,82,,1139571,1139571,Kygo,Gone Are The Days,kygo,gone are the days
Playboi Carti - JumpOutTheHouse,1,,184,,1139466,1139466,Playboi Carti,JumpOutTheHouse,playboi carti,jumpoutthehouse
Weezer - Go Away,1,,175,,1139121,1139121,Weezer,Go Away,weezer,go away
Kadu Martins - Novinha do Onlyfans (Tchan Ran Tchan Tchan),1,,99,,1137868,1137868,Kadu Martins,Novinha do Onlyfans (Tchan Ran Tchan Tchan),kadu martins,novinha do onlyfans (tchan ran tchan tchan)
Mumford & Sons - Only Love,5,,108,,268361,1136321,Mumford & Sons,Only Love,mumford & sons,only love
Rihanna - Close To You,4,,157,,291337,1136265,Rihanna,Close To You,rihanna,close to you
Sfera Ebbasta - Salam Alaikum,1,,106,,1135893,1135893,Sfera Ebbasta,Salam Alaikum,sfera ebbasta,salam alaikum
beabadoobee - Real Man,1,,199,,1132881,1132881,beabadoobee,Real Man,beabadoobee,real man
Childish Gambino - Boogieman,2,,102,,698882,1132588,Childish Gambino,Boogieman,childish gambino,boogieman
Emilia - No_se_ve.mp3,1,,200,,1132577,1132577,Emilia,No_se_ve.mp3,emilia,no_se_ve.mp3
Khalid - Last Call,1,,95,,1132010,1132010,Khalid,Last Call,khalid,last call
The 1975 - Oh Caroline,1,,131,,1131506,1131506,The 1975,Oh Caroline,the 1975,oh caroline
BTS - Outro: Her,2,,132,,607517,1131442,BTS,Outro: Her,bts,outro: her
YAKARY - sonnenbank.mp3,1,,198,,1131440,1131440,YAKARY,sonnenbank.mp3,yakary,sonnenbank.mp3
Alesso - Chasing Stars,1,,95,,1130727,1130727,Alesso,Chasing Stars,alesso,chasing stars
Young Stoner Life - Slatty,1,,86,,1130258,1130258,Young Stoner Life,Slatty,young stoner life,slatty
Yeat - Flawlëss,1,,119,,1130189,1130189,Yeat,Flawlëss,yeat,flawlëss
Lil Baby - Perfect Timing,1,,132,,1130054,1130054,Lil Baby,Perfect Timing,lil baby,perfect timing
Bad Bunny - 100 MILLONES,1,,96,,1129860,1129860,Bad Bunny,100 MILLONES,bad bunny,100 millones
Playboi Carti - Control,1,,188,,1129397,1129397,Playboi Carti,Control,playboi carti,control
Daddy Yankee - UNO QUITAO Y OTRO PUESTO,1,,97,,1128441,1128441,Daddy Yankee,UNO QUITAO Y OTRO PUESTO,daddy yankee,uno quitao y otro puesto
Tyla - Water - Remix,1,,195,,1127732,1127732,Tyla,Water - Remix,tyla,water - remix
Bon Iver - 666 ʇ,3,,125,,465634,1127648,Bon Iver,666 ʇ,bon iver,666 ʇ
Anitta - Faking Love,1,,95,,1127558,1127558,Anitta,Faking Love,anitta,faking love
Migos - Birthday,1,,112,,1127430,1127430,Migos,Birthday,migos,birthday
Daddy Yankee - LEGENDADDY,1,,98,,1125953,1125953,Daddy Yankee,LEGENDADDY,daddy yankee,legendaddy
Eros Ramazzotti - Cosas De La Vida,1,,198,,1125410,1125410,Eros Ramazzotti,Cosas De La Vida,eros ramazzotti,cosas de la vida
Ninho - OG,1,,119,,1125242,1125242,Ninho,OG,ninho,og
Código FN - Mood Malandro,1,,197,,1125006,1125006,Código FN,Mood Malandro,código fn,mood malandro
Meat Loaf - I'd Do Anything For Love (But I Won't Do That) - Single Edit,1,,86,,1123499,1123499,Meat Loaf,I'd Do Anything For Love (But I Won't Do That) - Single Edit,meat loaf,i'd do anything for love (but i won't do that) - single edit
Rihanna - Pon de Replay,1,,173,,1122642,1122642,Rihanna,Pon de Replay,rihanna,pon de replay
Gunna - livin wild,1,,100,,1122351,1122351,Gunna,livin wild,gunna,livin wild
The Beatles - Blackbird - Remastered,4,,166,,423839,1121879,The Beatles,Blackbird - Remastered,the beatles,blackbird - remastered
Daddy Yankee - Zum Zum,2,,193,,580445,1121518,Daddy Yankee,Zum Zum,daddy yankee,zum zum
Mora - COMO HAS ESTAU?,1,,180,,1121333,1121333,Mora,COMO HAS ESTAU?,mora,como has estau?
Brent Faiyaz - HEAL YOUR HEART (INTERLUDE),1,,110,,1119662,1119662,Brent Faiyaz,HEAL YOUR HEART (INTERLUDE),brent faiyaz,heal your heart (interlude)
Summer Walker - Throw It Away,1,,91,,1119566,1119566,Summer Walker,Throw It Away,summer walker,throw it away
Mumford & Sons - Cold Arms,5,,118,,259642,1118951,Mumford & Sons,Cold Arms,mumford & sons,cold arms
Morat - 506,1,,127,,1118663,1118663,Morat,506,morat,506
One Direction - They Don't Know About Us,1,,90,,1118494,1118494,One Direction,They Don't Know About Us,one direction,they don't know about us
The Beatles - Eleanor Rigby - Remastered 2009,3,,129,,502523,1118266,The Beatles,Eleanor Rigby - Remastered 2009,the beatles,eleanor rigby - remastered 2009
Damso - Ρ. DOSE,1,,74,,1116961,1116961,Damso,Ρ. DOSE,damso,ρ. dose
Muse - Dead Inside,5,,135,,241320,1115693,Muse,Dead Inside,muse,dead inside
NF - CAREFUL,1,,163,,1115040,1115040,NF,CAREFUL,nf,careful
BM - M.A - Remix,1,,191,,1114430,1114430,BM,M.A - Remix,bm,m.a - remix
Mumford & Sons - Ditmas,5,,119,,257725,1113778,Mumford & Sons,Ditmas,mumford & sons,ditmas
Mora - EIVISSA,1,,184,,1113364,1113364,Mora,EIVISSA,mora,eivissa
Kesha - Hymn,2,,131,,603815,1113250,Kesha,Hymn,kesha,hymn
Young Thug - Stressed,1,,101,,1112466,1112466,Young Thug,Stressed,young thug,stressed
Migos - Vaccine,1,,115,,1112155,1112155,Migos,Vaccine,migos,vaccine
Dave - In The Fire,1,,97,,1110989,1110989,Dave,In The Fire,dave,in the fire
The Beatles - Love Me Do - Remastered 2009,4,,122,,313318,1110377,The Beatles,Love Me Do - Remastered 2009,the beatles,love me do - remastered 2009
Talwiinder - Khayaal,1,,189,,1109343,1109343,Talwiinder,Khayaal,talwiinder,khayaal
Omar Courtz - WO OH OH,1,,192,,1109279,1109279,Omar Courtz,WO OH OH,omar courtz,wo oh oh
One Direction - Kiss You,1,,94,,1107773,1107773,One Direction,Kiss You,one direction,kiss you
KayBlack - Melhor Só,1,,200,,1106782,1106782,KayBlack,Melhor Só,kayblack,melhor só
Nicki Minaj - Get On Your Knees,6,,117,,226677,1106268,Nicki Minaj,Get On Your Knees,nicki minaj,get on your knees
Big Sean - Same Time Pt. 1,2,,138,,589007,1106073,Big Sean,Same Time Pt. 1,big sean,same time pt. 1
Gunna - south to west,1,,103,,1105080,1105080,Gunna,south to west,gunna,south to west
Red Hot Chili Peppers - Californication,4,,176,,306605,1104783,Red Hot Chili Peppers,Californication,red hot chili peppers,californication
Kane Brown - Heaven,2,,179,,587309,1104639,Kane Brown,Heaven,kane brown,heaven
Niall Horan - Flicker,2,,144,,633030,1104598,Niall Horan,Flicker,niall horan,flicker
Louane - Avenir,5,,163,,245846,1104400,Louane,Avenir,louane,avenir
Pop Smoke - Back Door,1,,105,,1103367,1103367,Pop Smoke,Back Door,pop smoke,back door
Carrie Underwood - Something in the Water,8,,161,,150784,1101527,Carrie Underwood,Something in the Water,carrie underwood,something in the water
Charli xcx - Good Ones,1,,124,,1101480,1101480,Charli xcx,Good Ones,charli xcx,good ones
NATTAN - Amor Na Praia,1,,192,,1101237,1101237,NATTAN,Amor Na Praia,nattan,amor na praia
Andy Williams - The First Noël,1,,181,,1101227,1101227,Andy Williams,The First Noël,andy williams,the first noël
Sfera Ebbasta - Gangang,1,,112,,1100342,1100342,Sfera Ebbasta,Gangang,sfera ebbasta,gangang
Kings of Leon - Reverend,3,,124,,462489,1100315,Kings of Leon,Reverend,kings of leon,reverend
Pusha T - Dreamin Of The Past,1,,85,,1100266,1100266,Pusha T,Dreamin Of The Past,pusha t,dreamin of the past
Imagine Dragons - Mouth Of The River,2,,138,,628374,1100093,Imagine Dragons,Mouth Of The River,imagine dragons,mouth of the river
Lil Uzi Vert - Demon High,1,,99,,1099725,1099725,Lil Uzi Vert,Demon High,lil uzi vert,demon high
MC Tuto - Do Job,1,,177,,1099676,1099676,MC Tuto,Do Job,mc tuto,do job
Lil Pump - D Rose,2,,146,,615082,1099428,Lil Pump,D Rose,lil pump,d rose
Shawn Mendes - 305,1,,128,,1098549,1098549,Shawn Mendes,305,shawn mendes,305
BTS - Fire,1,,143,,1098148,1098148,BTS,Fire,bts,fire
Kygo - Woke Up in Love,1,,125,,1097633,1097633,Kygo,Woke Up in Love,kygo,woke up in love
Ninho - Arme de poing,1,,126,,1095923,1095923,Ninho,Arme de poing,ninho,arme de poing
Dave - System,1,,99,,1095296,1095296,Dave,System,dave,system
Chris Brown - High End,2,,134,,646127,1095289,Chris Brown,High End,chris brown,high end
Ariana Grande - worst behavior,1,,89,,1095078,1095078,Ariana Grande,worst behavior,ariana grande,worst behavior
Bon Iver - 715 - CR∑∑KS,3,,148,,408805,1095039,Bon Iver,715 - CR∑∑KS,bon iver,715 - cr∑∑ks
Playboi Carti - Place,1,,195,,1094800,1094800,Playboi Carti,Place,playboi carti,place
Khalid - 9.13,1,,89,,1094556,1094556,Khalid,9.13,khalid,9.13
Humberto & Ronaldo - Não Fala Não pra Mim,2,,180,,560658,1093399,Humberto & Ronaldo,Não Fala Não pra Mim,humberto & ronaldo,não fala não pra mim
Future - HiTek Tek,1,,83,,1092963,1092963,Future,HiTek Tek,future,hitek tek
Shawn Mendes - Intro,1,,133,,1091461,1091461,Shawn Mendes,Intro,shawn mendes,intro
Doja Cat - Celebrity Skin,1,,104,,1091350,1091350,Doja Cat,Celebrity Skin,doja cat,celebrity skin
Shawn Mendes - Always Been You,1,,134,,1091266,1091266,Shawn Mendes,Always Been You,shawn mendes,always been you
Coldplay - Champion Of The World,1,,77,,1089801,1089801,Coldplay,Champion Of The World,coldplay,champion of the world
Tate McRae - don't come back,1,,117,,1089390,1089390,Tate McRae,don't come back,tate mcrae,don't come back
RAF Camora - Wenn du mich siehst,1,,104,,1089273,1089273,RAF Camora,Wenn du mich siehst,raf camora,wenn du mich siehst
Norah Jones - It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,1,,196,,1088492,1088492,Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,norah jones,it's not christmas 'til you come home - recorded at spotify studios nyc
Shindy - Im Schatten der Feigenbäume,1,,93,,1088488,1088488,Shindy,Im Schatten der Feigenbäume,shindy,im schatten der feigenbäume
Bruno Mars - Finesse,3,,155,,425280,1088289,Bruno Mars,Finesse,bruno mars,finesse
Robin Schulz - Yellow,5,,169,,248303,1088279,Robin Schulz,Yellow,robin schulz,yellow
Charli xcx - Beg For You,1,,97,,1087923,1087923,Charli xcx,Beg For You,charli xcx,beg for you
mgk - born with horns,1,,115,,1087872,1087872,mgk,born with horns,mgk,born with horns
Lana Del Rey - Tulsa Jesus Freak,1,,100,,1086616,1086616,Lana Del Rey,Tulsa Jesus Freak,lana del rey,tulsa jesus freak
Halsey - Not Afraid Anymore,2,,108,,649602,1086390,Halsey,Not Afraid Anymore,halsey,not afraid anymore
One Direction - Live While We're Young,1,,96,,1086285,1086285,One Direction,Live While We're Young,one direction,live while we're young
DaBaby - NASTY,1,,83,,1085445,1085445,DaBaby,NASTY,dababy,nasty
Eminem - Tone Deaf,1,,130,,1084071,1084071,Eminem,Tone Deaf,eminem,tone deaf
T.I. - New National Anthem,8,,148,,151920,1083512,T.I.,New National Anthem,t.i.,new national anthem
Lady Gaga - Hey Girl,3,,128,,454242,1082089,Lady Gaga,Hey Girl,lady gaga,hey girl
Imagine Dragons - Yesterday,2,,141,,620546,1081710,Imagine Dragons,Yesterday,imagine dragons,yesterday
Future - POA,2,,134,,615574,1079366,Future,POA,future,poa
P!nk - Whatever You Want,2,,179,,550858,1078464,P!nk,Whatever You Want,p!nk,whatever you want
Pop Smoke - Merci Beaucoup,1,,108,,1077851,1077851,Pop Smoke,Merci Beaucoup,pop smoke,merci beaucoup
Bryson Tiller - Somethin Tells Me,2,,160,,569181,1076947,Bryson Tiller,Somethin Tells Me,bryson tiller,somethin tells me
The Beatles - A Hard Day's Night - Remastered 2009,3,,122,,510290,1076777,The Beatles,A Hard Day's Night - Remastered 2009,the beatles,a hard day's night - remastered 2009
Avril Lavigne - Love It When You Hate Me,1,,96,,1076628,1076628,Avril Lavigne,Love It When You Hate Me,avril lavigne,love it when you hate me
Young Thug - Rich Nigga Shit,1,,106,,1076482,1076482,Young Thug,Rich Nigga Shit,young thug,rich nigga shit
Martin Garrix - Drown,1,,96,,1076384,1076384,Martin Garrix,Drown,martin garrix,drown
A Boogie Wit da Hoodie - Water (Drowning Pt. 2),1,,198,,1075640,1075640,A Boogie Wit da Hoodie,Water (Drowning Pt. 2),a boogie wit da hoodie,water (drowning pt. 2)
Future - BACK TO THE BASICS,1,,117,,1075569,1075569,Future,BACK TO THE BASICS,future,back to the basics
A$AP Rocky - Max B,4,,105,,319955,1075057,A$AP Rocky,Max B,a$ap rocky,max b
Quevedo - YANKEE,1,,196,,1073424,1073424,Quevedo,YANKEE,quevedo,yankee
gins&melodies - Babaero,1,,198,,1073198,1073198,gins&melodies,Babaero,gins&melodies,babaero
Summer Walker - Reciprocate,1,,101,,1072988,1072988,Summer Walker,Reciprocate,summer walker,reciprocate
A$AP Rocky - Wavybone,4,,104,,320390,1072817,A$AP Rocky,Wavybone,a$ap rocky,wavybone
Bring Me The Horizon - DiE4u,1,,108,,1072605,1072605,Bring Me The Horizon,DiE4u,bring me the horizon,die4u
Marracash - IO,1,,115,,1072349,1072349,Marracash,IO,marracash,io
Sai Abhyankkar - Oorum Blood,1,,198,,1071843,1071843,Sai Abhyankkar,Oorum Blood,sai abhyankkar,oorum blood
Lil Wayne - Believe Me,8,,166,,145147,1071123,Lil Wayne,Believe Me,lil wayne,believe me
Quavo - HUNCHO DREAMS,1,,81,,1070622,1070622,Quavo,HUNCHO DREAMS,quavo,huncho dreams
Maiara & Maraisa - A Culpa É Nossa - Ao Vivo,1,,191,,1070250,1070250,Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,maiara & maraisa,a culpa é nossa - ao vivo
Jojo Maronttinni - Que Tiro Foi Esse,2,,178,,590151,1068898,Jojo Maronttinni,Que Tiro Foi Esse,jojo maronttinni,que tiro foi esse
Wham! - Wake Me up Before You Go-Go,2,,78,,653249,1067324,Wham!,Wake Me up Before You Go-Go,wham!,wake me up before you go-go
The Beatles - Something - Remastered 2009,3,,151,,437039,1066838,The Beatles,Something - Remastered 2009,the beatles,something - remastered 2009
Damso - Υ. 2 DIAMANTS,1,,78,,1065800,1065800,Damso,Υ. 2 DIAMANTS,damso,υ. 2 diamants
Tenxi - mejikuhibiniu,1,,194,,1065318,1065318,Tenxi,mejikuhibiniu,tenxi,mejikuhibiniu
Lorde - Fallen Fruit,1,,111,,1064787,1064787,Lorde,Fallen Fruit,lorde,fallen fruit
Juice WRLD - Juice WRLD Speaks,1,,132,,1064251,1064251,Juice WRLD,Juice WRLD Speaks,juice wrld,juice wrld speaks
Diddy - Another One Of Me,1,,187,,1064036,1064036,Diddy,Another One Of Me,diddy,another one of me
Brent Faiyaz - GHETTO GATSBY (FEAT. ALICIA KEYS),1,,124,,1062923,1062923,Brent Faiyaz,GHETTO GATSBY (FEAT. ALICIA KEYS),brent faiyaz,ghetto gatsby (feat. alicia keys)
Teto - Flow Espacial,1,,177,,1062835,1062835,Teto,Flow Espacial,teto,flow espacial
Gunna - idk that bitch,1,,110,,1062487,1062487,Gunna,idk that bitch,gunna,idk that bitch
Ty Dolla $ign - Love U Better,2,,148,,613102,1062097,Ty Dolla $ign,Love U Better,ty dolla $ign,love u better
Polo G - Heart of a Giant,1,,124,,1061704,1061704,Polo G,Heart of a Giant,polo g,heart of a giant
The xx - Lips,2,,115,,617365,1060874,The xx,Lips,the xx,lips
Don Toliver - Euphoria,1,,114,,1060011,1060011,Don Toliver,Euphoria,don toliver,euphoria
Lil Baby - Belly (Lil Baby & Gunna),1,,92,,1059863,1059863,Lil Baby,Belly (Lil Baby & Gunna),lil baby,belly (lil baby & gunna)
BROCKHAMPTON - BANKROLL,1,,119,,1059600,1059600,BROCKHAMPTON,BANKROLL,brockhampton,bankroll
The xx - I Dare You,2,,111,,633263,1059585,The xx,I Dare You,the xx,i dare you
Future - High Demand,2,,144,,583177,1058577,Future,High Demand,future,high demand
Troy Ave - Doo Doo,7,,176,,167733,1057984,Troy Ave,Doo Doo,troy ave,doo doo
Pop Smoke - 8-Ball,1,,112,,1057865,1057865,Pop Smoke,8-Ball,pop smoke,8-ball
December Avenue - Saksi Ang Langit,1,,192,,1057750,1057750,December Avenue,Saksi Ang Langit,december avenue,saksi ang langit
Audioslave - Show Me How to Live,2,,138,,581375,1057703,Audioslave,Show Me How to Live,audioslave,show me how to live
The 1975 - Tonight (I Wish I Was Your Boy),1,,93,,1056842,1056842,The 1975,Tonight (I Wish I Was Your Boy),the 1975,tonight (i wish i was your boy)
Mora - TU SABES DONDE VIVO,1,,199,,1056548,1056548,Mora,TU SABES DONDE VIVO,mora,tu sabes donde vivo
G-Eazy - Breakdown,1,,110,,1056088,1056088,G-Eazy,Breakdown,g-eazy,breakdown
Logic - Celebration,1,,119,,1055920,1055920,Logic,Celebration,logic,celebration
Future - Million Dollar Play,1,,107,,1055684,1055684,Future,Million Dollar Play,future,million dollar play
Polo G - Broken Guitars,1,,125,,1055330,1055330,Polo G,Broken Guitars,polo g,broken guitars
Lil Baby - In A Minute,1,,155,,1055256,1055256,Lil Baby,In A Minute,lil baby,in a minute
Marracash - PAGLIACCIO,1,,119,,1054971,1054971,Marracash,PAGLIACCIO,marracash,pagliaccio
Trippie Redd - Demon Time,1,,113,,1054477,1054477,Trippie Redd,Demon Time,trippie redd,demon time
The Weeknd - Nothing Compares - Bonus Track,1,,77,,1053892,1053892,The Weeknd,Nothing Compares - Bonus Track,the weeknd,nothing compares - bonus track
Bryson Tiller - Stay Blessed,2,,167,,557669,1053277,Bryson Tiller,Stay Blessed,bryson tiller,stay blessed
Damso - Τ. CHIALER,1,,82,,1053244,1053244,Damso,Τ. CHIALER,damso,τ. chialer
Ninho - No Life,1,,132,,1053053,1053053,Ninho,No Life,ninho,no life
Eminem - Book of Rhymes,1,,139,,1052979,1052979,Eminem,Book of Rhymes,eminem,book of rhymes
DJ Khaled - PARTY,1,,148,,1052872,1052872,DJ Khaled,PARTY,dj khaled,party
Lil Baby - Ready,1,,101,,1052756,1052756,Lil Baby,Ready,lil baby,ready
Lil Yachty - the BLACK seminole.,1,,200,,1052688,1052688,Lil Yachty,the BLACK seminole.,lil yachty,the black seminole.
Bonez MC - Taxi,1,,151,,1052124,1052124,Bonez MC,Taxi,bonez mc,taxi
Trippie Redd - Super Cell,1,,115,,1051682,1051682,Trippie Redd,Super Cell,trippie redd,super cell
Daddy Yankee - HOT,1,,124,,1050380,1050380,Daddy Yankee,HOT,daddy yankee,hot
Marracash - CRAZY LOVE,1,,123,,1049646,1049646,Marracash,CRAZY LOVE,marracash,crazy love
